window_start,window_end,model,N,breaches,coverage,kupiec_p,christoffersen_p,band_95pct,status_95pct
2023-03-01,2024-02-27,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-02,2024-02-28,HAR,250,25,0.1,0.001310903472783953,0.8944957396755309,6-20,too_many[6-20]
2023-03-02,2024-02-28,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-02,2024-02-28,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-03,2024-02-29,HAR,250,25,0.1,0.001310903472783953,0.8944957396755309,6-20,too_many[6-20]
2023-03-03,2024-02-29,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-03,2024-02-29,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-06,2024-03-01,HAR,250,25,0.1,0.001310903472783953,0.8944957396755309,6-20,too_many[6-20]
2023-03-06,2024-03-01,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-06,2024-03-01,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-07,2024-03-04,HAR,250,25,0.1,0.001310903472783953,0.950332302687355,6-20,too_many[6-20]
2023-03-07,2024-03-04,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-07,2024-03-04,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-08,2024-03-05,HAR,250,25,0.1,0.001310903472783953,0.9503323026877183,6-20,too_many[6-20]
2023-03-08,2024-03-05,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-08,2024-03-05,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-09,2024-03-06,HAR,250,25,0.1,0.001310903472783953,0.950332302687355,6-20,too_many[6-20]
2023-03-09,2024-03-06,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-09,2024-03-06,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-10,2024-03-07,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-10,2024-03-07,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-10,2024-03-07,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-13,2024-03-08,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-13,2024-03-08,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-13,2024-03-08,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-14,2024-03-11,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-14,2024-03-11,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-14,2024-03-11,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-15,2024-03-12,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-15,2024-03-12,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-15,2024-03-12,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-16,2024-03-13,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-16,2024-03-13,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-16,2024-03-13,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-17,2024-03-14,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-17,2024-03-14,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-17,2024-03-14,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-20,2024-03-15,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-20,2024-03-15,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-20,2024-03-15,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-21,2024-03-18,HAR,250,24,0.096,0.0028868087565293576,0.9944096852366319,6-20,too_many[6-20]
2023-03-21,2024-03-18,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-21,2024-03-18,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-22,2024-03-19,HAR,250,24,0.096,0.0028868087565293576,0.9377796636560555,6-20,too_many[6-20]
2023-03-22,2024-03-19,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
2023-03-22,2024-03-19,Patch_raw,250,0,0.0,6.8757671944919e-07,0.034962313786366606,6-20,too_few[6-20]
2023-03-23,2024-03-20,HAR,250,23,0.092,0.006100334772977556,0.8823057506067228,6-20,too_many[6-20]
2023-03-23,2024-03-20,GARCH_t,250,5,0.02,0.013738177258774797,0.4461166507201564,6-20,too_few[6-20]
